clean_name,season,position,games,fantasy_points_ppr,targets,carries,receiving_yards,rushing_yards,receptions,receiving_tds,rushing_tds,passing_yards,passing_tds,interceptions,team,name,player_key,avg_fantasy_points_3yr,avg_targets_3yr,avg_carries_3yr,performance_trend_pct,consistency_score,seasons_played,total_games,avg_opportunity,catch_rate,yards_per_target,total_touches,yards_per_touch,passing_efficiency,points_per_game,opportunity_share
D.KRAMER,2023,WR,16.0,30.7,0.0,7.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,CHI,D.KRAMER,D.KRAMER_WR,36.65,0.0,5.5,-27.934272300469488,4.355540089157473,2,31.0,5.5,0.0,0.0,0.0,0.0,0.0,1.91875,7.0
D.LOCK,2023,WR,16.0,23.8,1.0,9.0,0.0,108.0,1.0,0.0,2.0,0.0,0.0,0.0,NYG,D.LOCK,D.LOCK_WR,24.25,1.0,7.5,-3.6437246963562693,38.10519876394179,2,31.0,8.5,1.0,0.0,0.0,0.0,0.0,1.4875,10.0
D.LONDON,2023,WR,16.0,197.0,151.0,0.0,890.0,0.0,78.0,5.0,0.0,0.0,0.0,0.0,ATL,D.LONDON,D.LONDON_WR,198.8,138.5,0.0,-1.7946161515453611,78.09601561104772,2,31.0,138.5,0.5165562913907285,5.894039735099338,0.0,0.0,0.0,12.3125,151.0
D.MAYE,2023,WR,16.0,42.7,3.0,42.0,0.0,357.0,1.0,0.0,1.0,0.0,0.0,0.0,NE,D.MAYE,D.MAYE_WR,40.6,3.0,33.0,10.909090909090917,13.670731102939909,2,31.0,36.0,0.3333333333333333,0.0,0.0,0.0,0.0,2.66875,45.0
D.METCALF,2023,WR,16.0,183.0,81.0,0.0,950.0,0.0,58.0,5.0,0.0,0.0,0.0,0.0,SEA,D.METCALF,D.METCALF_WR,146.65,79.0,0.0,65.9111514052584,2.8527430388172546,2,31.0,79.0,0.7160493827160493,11.728395061728396,0.0,0.0,0.0,11.4375,81.0
D.MONTGOMERY,2023,WR,16.0,144.1,25.0,149.0,243.0,478.0,30.0,0.0,7.0,0.0,0.0,0.0,DET,D.MONTGOMERY,D.MONTGOMERY_WR,142.6,26.5,133.5,2.1261516654854713,67.22228466480112,2,31.0,160.0,1.2,9.72,0.0,0.0,0.0,9.00625,174.0
D.MOONEY,2023,WR,16.0,154.9,100.0,0.0,769.0,0.0,48.0,5.0,0.0,0.0,0.0,0.0,ATL,D.MOONEY,D.MOONEY_WR,132.4,78.5,0.0,40.94631483166515,4.160930570182173,2,31.0,78.5,0.48,7.69,0.0,0.0,0.0,9.68125,100.0
D.MOORE,2023,WR,16.0,190.2,150.0,0.0,732.0,0.0,81.0,6.0,0.0,0.0,0.0,0.0,CHI,D.MOORE,D.MOORE_WR,173.1,124.5,0.0,21.923076923076916,7.157905486748036,2,31.0,124.5,0.54,4.88,0.0,0.0,0.0,11.8875,150.0
D.NJOKU,2023,WR,16.0,108.4,76.0,0.0,314.0,0.0,59.0,3.0,0.0,0.0,0.0,0.0,CLE,D.NJOKU,D.NJOKU_WR,90.85,66.0,0.0,47.885402455661676,3.660435958450018,2,31.0,66.0,0.7763157894736842,4.131578947368421,0.0,0.0,0.0,6.775,76.0
D.OGUNBOWALE,2023,WR,16.0,41.1,21.0,28.0,182.0,69.0,16.0,0.0,0.0,0.0,0.0,0.0,HOU,D.OGUNBOWALE,D.OGUNBOWALE_WR,38.45,21.0,23.5,14.80446927374303,10.259719145895371,2,31.0,44.5,0.7619047619047619,8.666666666666666,0.0,0.0,0.0,2.56875,49.0
D.PETTIS,2023,WR,16.0,17.2,19.0,0.0,82.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,NO,D.PETTIS,D.PETTIS_WR,15.05,18.0,0.0,33.33333333333333,4.949747468305834,2,31.0,18.0,0.47368421052631576,4.315789473684211,0.0,0.0,0.0,1.075,19.0
D.PIERCE,2023,WR,16.0,28.8,3.0,26.0,1.0,217.0,1.0,0.0,1.0,0.0,0.0,0.0,HOU,D.PIERCE,D.PIERCE_WR,29.5,3.0,25.5,-4.635761589403969,29.79950006429025,2,31.0,28.5,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.8,29.0
D.ROBINSON,2023,WR,16.0,104.3,66.0,0.0,443.0,0.0,30.0,5.0,0.0,0.0,0.0,0.0,LA,D.ROBINSON,D.ROBINSON_WR,91.9,61.0,0.0,31.19496855345912,5.240573644439011,2,31.0,61.0,0.45454545454545453,6.712121212121212,0.0,0.0,0.0,6.51875,66.0
D.SAMPLE,2023,WR,16.0,24.0,16.0,0.0,80.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,CIN,D.SAMPLE,D.SAMPLE_WR,23.9,17.5,0.0,0.8403361344537785,168.99852070358546,2,31.0,17.5,1.0,5.0,0.0,0.0,0.0,1.5,16.0
D.SAMUEL,2023,WR,16.0,136.6,55.0,40.0,649.0,127.0,41.0,3.0,0.0,0.0,0.0,0.0,SF,D.SAMUEL,D.SAMUEL_WR,132.2,61.0,35.5,6.885758998435053,21.245344652923094,2,31.0,96.5,0.7454545454545455,11.8,0.0,0.0,0.0,8.5375,95.0
D.SCHULTZ,2023,WR,16.0,94.7,72.0,0.0,387.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,HOU,D.SCHULTZ,D.SCHULTZ_WR,97.45,55.5,0.0,-5.489021956087824,25.057293027865114,2,31.0,55.5,0.6944444444444444,5.375,0.0,0.0,0.0,5.91875,72.0
D.SINGLETARY,2023,WR,16.0,71.4,18.0,95.0,85.0,359.0,15.0,0.0,2.0,0.0,0.0,0.0,NYG,D.SINGLETARY,D.SINGLETARY_WR,67.80000000000001,18.5,87.5,11.214953271028042,13.317177712346643,2,31.0,106.0,0.8333333333333334,4.722222222222222,0.0,0.0,0.0,4.4625,113.0
D.SKIPPER,2023,WR,16.0,16.9,0.0,27.0,0.0,109.0,0.0,0.0,1.0,0.0,0.0,0.0,DET,D.SKIPPER,D.SKIPPER_WR,15.25,0.0,26.5,24.26470588235293,6.535380856421122,2,31.0,26.5,0.0,0.0,0.0,0.0,0.0,1.05625,27.0
D.SLAYTON,2023,WR,16.0,94.8,54.0,1.0,585.0,13.0,29.0,1.0,0.0,0.0,0.0,0.0,NYG,D.SLAYTON,D.SLAYTON_WR,92.8,59.5,0.5,4.405286343612335,32.809754647055804,2,31.0,60.0,0.5370370370370371,10.833333333333334,0.0,0.0,0.0,5.925,55.0
D.SMITH,2023,WR,16.0,158.4,68.0,0.0,774.0,0.0,45.0,6.0,0.0,0.0,0.0,0.0,PHI,D.SMITH,D.SMITH_WR,148.55,70.5,0.0,14.203316510454231,10.664031710178836,2,31.0,70.5,0.6617647058823529,11.382352941176471,0.0,0.0,0.0,9.9,68.0
D.SMYTHE,2023,WR,16.0,11.9,15.0,0.0,49.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,MIA,D.SMYTHE,D.SMYTHE_WR,11.9,15.0,0.0,0.0,0.0,1,16.0,15.0,0.4666666666666667,3.2666666666666666,0.0,0.0,0.0,0.74375,15.0
D.SWIFT,2023,WR,16.0,170.2,39.0,159.0,362.0,780.0,32.0,0.0,4.0,0.0,0.0,0.0,CHI,D.SWIFT,D.SWIFT_WR,152.7,32.5,138.0,25.887573964497047,6.1700117421249026,2,31.0,170.5,0.8205128205128205,9.282051282051283,0.0,0.0,0.0,10.6375,198.0
D.THOMPSON,2023,WR,16.0,11.2,5.0,16.0,3.0,99.0,1.0,0.0,0.0,0.0,0.0,0.0,CLE,D.THOMPSON,D.THOMPSON_WR,11.0,5.5,15.5,3.7037037037036904,38.89087296526025,2,31.0,21.0,0.2,0.6,0.0,0.0,0.0,0.7,21.0
D.TURNER,2023,WR,16.0,30.3,26.0,3.0,129.0,24.0,15.0,0.0,0.0,0.0,0.0,0.0,LV,D.TURNER,D.TURNER_WR,24.3,24.0,3.0,65.57377049180327,2.8637824638055176,2,31.0,27.0,0.5769230769230769,4.961538461538462,0.0,0.0,0.0,1.89375,29.0
D.VELE,2023,WR,16.0,79.0,33.0,0.0,340.0,0.0,33.0,2.0,0.0,0.0,0.0,0.0,DEN,D.VELE,D.VELE_WR,79.05,34.5,0.0,-0.12642225031604845,1117.9358210559951,2,31.0,34.5,1.0,10.303030303030303,0.0,0.0,0.0,4.9375,33.0
D.WASHINGTON,2023,WR,16.0,34.5,24.0,0.0,215.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,PIT,D.WASHINGTON,D.WASHINGTON_WR,32.05,20.0,0.0,16.55405405405405,9.250111157970961,2,31.0,20.0,0.5416666666666666,8.958333333333334,0.0,0.0,0.0,2.15625,24.0
D.WATSON,2023,WR,16.0,17.0,2.0,20.0,5.0,145.0,2.0,0.0,0.0,0.0,0.0,0.0,CLE,D.WATSON,D.WATSON_WR,16.75,1.5,18.5,3.0303030303030303,47.37615433949868,2,31.0,20.0,1.0,2.5,0.0,0.0,0.0,1.0625,22.0
D.WICKS,2023,WR,16.0,88.2,67.0,0.0,442.0,0.0,26.0,3.0,0.0,0.0,0.0,0.0,GB,D.WICKS,D.WICKS_WR,86.25,66.5,0.0,4.626334519572961,31.275876860174172,2,31.0,66.5,0.3880597014925373,6.597014925373134,0.0,0.0,0.0,5.5125,67.0
DERRICK HENRY,2024,RB,17.0,314.5,15.0,377.0,78.0,1921.0,11.0,0.0,16.0,0.0,0.0,0.0,BAL,DERRICK HENRY,DERRICK HENRY_RB,314.5,15.0,377.0,0.0,0.0,1,17.0,392.0,0.0,0.0,392.0,5.099489795918367,0.0,18.5,392.0
E.ALL,2023,WR,16.0,26.2,14.0,0.0,102.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,CIN,E.ALL,E.ALL_WR,24.299999999999997,15.0,0.0,16.96428571428572,9.043523569912157,2,31.0,15.0,1.1428571428571428,7.285714285714286,0.0,0.0,0.0,1.6375,14.0
E.DEMERCADO,2023,WR,16.0,28.4,13.0,18.0,71.0,113.0,10.0,0.0,0.0,0.0,0.0,0.0,ARI,E.DEMERCADO,E.DEMERCADO_WR,30.849999999999998,12.5,17.5,-14.714714714714711,8.903773142695917,2,31.0,30.0,0.7692307692307693,5.461538461538462,0.0,0.0,0.0,1.775,31.0
E.ELLIOTT,2023,WR,16.0,43.5,13.0,66.0,55.0,170.0,9.0,0.0,2.0,0.0,0.0,0.0,DAL,E.ELLIOTT,E.ELLIOTT_WR,38.6,12.5,62.5,29.080118694362007,5.570269745673621,2,31.0,75.0,0.6923076923076923,4.230769230769231,0.0,0.0,0.0,2.71875,79.0
E.ENGRAM,2023,WR,16.0,61.2,43.0,0.0,302.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,JAX,E.ENGRAM,E.ENGRAM_WR,58.05,44.5,0.0,11.475409836065582,13.03096782472351,2,31.0,44.5,0.7209302325581395,7.023255813953488,0.0,0.0,0.0,3.825,43.0
E.GRAY,2023,WR,16.0,15.3,8.0,9.0,52.0,21.0,8.0,0.0,0.0,0.0,0.0,0.0,NYG,E.GRAY,E.GRAY_WR,12.9,8.0,9.0,45.714285714285715,3.8006989488776926,2,31.0,17.0,1.0,6.5,0.0,0.0,0.0,0.95625,17.0
E.HIGGINS,2023,WR,16.0,34.6,23.0,0.0,146.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,ARI,E.HIGGINS,E.HIGGINS_WR,32.35,17.0,0.0,14.950166112956808,10.166624165059917,2,31.0,17.0,0.6086956521739131,6.3478260869565215,0.0,0.0,0.0,2.1625,23.0
E.MOORE,2023,WR,16.0,87.2,70.0,1.0,372.0,0.0,38.0,2.0,0.0,0.0,0.0,0.0,CLE,E.MOORE,E.MOORE_WR,87.4,76.5,0.5,-0.4566210045662003,309.00566337852786,2,31.0,77.0,0.5428571428571428,5.314285714285714,0.0,0.0,0.0,5.45,71.0
E.SAUBERT,2023,WR,16.0,14.8,11.0,0.0,48.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,SF,E.SAUBERT,E.SAUBERT_WR,14.8,11.0,0.0,0.0,0.0,1,16.0,11.0,0.9090909090909091,4.363636363636363,0.0,0.0,0.0,0.925,11.0
F.MOREAU,2023,WR,16.0,82.5,35.0,0.0,305.0,0.0,28.0,4.0,0.0,0.0,0.0,0.0,NO,F.MOREAU,F.MOREAU_WR,84.2,28.0,0.0,-3.9580908032596103,35.02258292700424,2,31.0,28.0,0.8,8.714285714285714,0.0,0.0,0.0,5.15625,35.0
G.CALCATERRA,2023,TE,16.0,42.1,28.0,0.0,221.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,PHI,G.CALCATERRA,G.CALCATERRA_TE,39.45,27.0,0.0,14.402173913043493,10.526551893512934,2,31.0,27.0,0.7142857142857143,7.892857142857143,0.0,0.0,0.0,2.63125,28.0
G.DAVIS,2023,WR,16.0,39.4,41.0,0.0,204.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,JAX,G.DAVIS,G.DAVIS_WR,35.75,37.0,0.0,22.741433021806845,6.9257718979230365,2,31.0,37.0,0.3170731707317073,4.975609756097561,0.0,0.0,0.0,2.4625,41.0
G.DORTCH,2023,WR,16.0,70.4,38.0,3.0,276.0,18.0,29.0,2.0,0.0,0.0,0.0,0.0,ARI,G.DORTCH,G.DORTCH_WR,62.650000000000006,35.0,3.0,28.233151183970868,5.7161599795273785,2,31.0,38.0,0.7631578947368421,7.2631578947368425,0.0,0.0,0.0,4.4,41.0
G.EDWARDS,2023,WR,16.0,38.6,3.0,78.0,4.0,302.0,2.0,0.0,1.0,0.0,0.0,0.0,LAC,G.EDWARDS,G.EDWARDS_WR,37.75,3.0,79.0,4.607046070460712,31.40385998799073,2,31.0,82.0,0.6666666666666666,1.3333333333333333,0.0,0.0,0.0,2.4125,81.0
G.KITTLE,2023,TE,16.0,197.3,93.0,0.0,963.0,0.0,71.0,5.0,0.0,0.0,0.0,0.0,SF,G.KITTLE,G.KITTLE_TE,189.7,96.0,0.0,8.347062053816593,17.649757419879986,2,31.0,96.0,0.7634408602150538,10.35483870967742,0.0,0.0,0.0,12.33125,93.0
G.PICKENS,2023,WR,16.0,166.4,79.0,1.0,814.0,0.0,55.0,5.0,0.0,0.0,0.0,0.0,PIT,G.PICKENS,G.PICKENS_WR,162.5,66.0,1.0,4.918032786885253,29.46278254943944,2,31.0,67.0,0.6962025316455697,10.30379746835443,0.0,0.0,0.0,10.4,80.0
G.SMITH,2023,WR,16.0,31.0,1.0,25.0,0.0,250.0,0.0,0.0,1.0,0.0,0.0,0.0,SEA,G.SMITH,G.SMITH_WR,31.0,1.0,24.5,0.0,0.0,2,31.0,25.5,0.0,0.0,0.0,0.0,0.0,1.9375,26.0
G.WILSON,2023,WR,16.0,206.5,117.0,1.0,702.0,3.0,82.0,9.0,0.0,0.0,0.0,0.0,NYJ,G.WILSON,G.WILSON_WR,188.95,105.0,1.0,20.4784130688448,7.612981555851747,2,31.0,106.0,0.7008547008547008,6.0,0.0,0.0,0.0,12.90625,118.0
H.HASKINS,2023,WR,16.0,11.4,3.0,17.0,33.0,61.0,2.0,0.0,0.0,0.0,0.0,0.0,LAC,H.HASKINS,H.HASKINS_WR,10.4,2.5,18.5,21.27659574468085,7.353910524340094,2,31.0,21.0,0.6666666666666666,11.0,0.0,0.0,0.0,0.7125,20.0
H.HENRY,2023,RB,16.0,107.6,90.0,0.0,496.0,0.0,52.0,1.0,0.0,0.0,0.0,0.0,NE,H.HENRY,H.HENRY_RB,103.15,81.0,0.0,9.017223910840922,16.390576287503922,2,31.0,81.0,0.0,0.0,90.0,5.511111111111111,0.0,6.725,90.0
H.HURST,2023,WR,16.0,12.8,11.0,0.0,58.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,LAC,H.HURST,H.HURST_WR,10.55,11.0,0.0,54.21686746987952,3.31554512956359,2,31.0,11.0,0.6363636363636364,5.2727272727272725,0.0,0.0,0.0,0.8,11.0
H.LUEPKE,2023,WR,16.0,18.8,12.0,10.0,78.0,30.0,8.0,0.0,0.0,0.0,0.0,0.0,DAL,H.LUEPKE,H.LUEPKE_WR,18.4,10.0,8.5,4.444444444444448,32.52691193458115,2,31.0,18.5,0.6666666666666666,6.5,0.0,0.0,0.0,1.175,22.0
I.DAVIS,2023,WR,16.0,27.4,10.0,25.0,58.0,136.0,8.0,0.0,0.0,0.0,0.0,0.0,NYJ,I.DAVIS,I.DAVIS_WR,23.799999999999997,9.5,24.5,35.64356435643564,4.674761497844397,2,31.0,34.0,0.8,5.8,0.0,0.0,0.0,1.7125,35.0
I.GUERENDO,2023,WR,16.0,67.4,14.0,66.0,112.0,332.0,11.0,0.0,2.0,0.0,0.0,0.0,SF,I.GUERENDO,I.GUERENDO_WR,60.900000000000006,11.5,60.5,23.897058823529427,6.625046611424727,2,31.0,72.0,0.7857142857142857,8.0,0.0,0.0,0.0,4.2125,80.0
I.LIKELY,2023,WR,16.0,94.5,47.0,0.0,445.0,0.0,32.0,3.0,0.0,0.0,0.0,0.0,BAL,I.LIKELY,I.LIKELY_WR,86.3,48.5,0.0,20.998719590268895,7.441867709316955,2,31.0,48.5,0.6808510638297872,9.46808510638298,0.0,0.0,0.0,5.90625,47.0
I.PACHECO,2023,WR,16.0,43.1,15.0,61.0,101.0,230.0,10.0,0.0,0.0,0.0,0.0,0.0,KC,I.PACHECO,I.PACHECO_WR,42.1,13.0,61.0,4.8661800486618,29.76919548795365,2,31.0,74.0,0.6666666666666666,6.733333333333333,0.0,0.0,0.0,2.69375,76.0
J.ADDISON,2023,WR,16.0,170.0,80.0,2.0,846.0,14.0,48.0,6.0,0.0,0.0,0.0,0.0,MIN,J.ADDISON,J.ADDISON_WR,158.7,71.0,1.5,15.332428765264583,9.930782847283638,2,31.0,72.5,0.6,10.575,0.0,0.0,0.0,10.625,82.0
J.AKINS,2023,WR,16.0,69.1,34.0,0.0,241.0,0.0,33.0,2.0,0.0,0.0,0.0,0.0,CLE,J.AKINS,J.AKINS_WR,65.5,35.0,0.0,11.631663974151852,12.86541504658858,2,31.0,35.0,0.9705882352941176,7.088235294117647,0.0,0.0,0.0,4.31875,34.0
J.ALLEN,2023,QB,16.0,94.6,0.0,66.0,0.0,406.0,0.0,0.0,9.0,0.0,0.0,0.0,BUF,J.ALLEN,J.ALLEN_QB,85.25,0.0,65.0,24.637681159420275,6.447150063759702,2,31.0,65.0,0.0,0.0,0.0,0.0,0.0,5.9125,66.0
J.BATES,2023,TE,16.0,16.3,11.0,0.0,93.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,WAS,J.BATES,J.BATES_TE,16.3,11.0,0.0,0.0,0.0,1,16.0,11.0,0.6363636363636364,8.454545454545455,0.0,0.0,0.0,1.01875,11.0
J.BOBO,2023,WR,16.0,15.2,15.0,0.0,82.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,SEA,J.BOBO,J.BOBO_WR,15.9,13.5,0.0,-8.433734939759049,16.06142545838013,2,31.0,13.5,0.4666666666666667,5.466666666666667,0.0,0.0,0.0,0.95,15.0
J.BROOKS,2023,WR,16.0,28.2,31.0,5.0,153.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,CAR,J.BROOKS,J.BROOKS_WR,26.95,28.5,5.0,9.72762645914397,15.245222202381964,2,31.0,33.5,0.3548387096774194,4.935483870967742,0.0,0.0,0.0,1.7625,36.0
J.BURROW,2023,QB,16.0,17.8,3.0,23.0,1.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,J.BURROW,J.BURROW_QB,16.1,3.0,22.0,23.611111111111114,6.696717163002009,2,31.0,25.0,0.0,0.0,0.0,0.0,0.0,1.1125,26.0
J.BURTON,2023,WR,16.0,11.0,11.0,0.0,90.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,CIN,J.BURTON,J.BURTON_WR,11.4,11.0,0.0,-6.7796610169491585,20.152543263816586,2,31.0,11.0,0.18181818181818182,8.181818181818182,0.0,0.0,0.0,0.6875,11.0
J.CHASE,2023,WR,16.0,178.8,85.0,0.0,768.0,0.0,72.0,5.0,0.0,0.0,0.0,0.0,CIN,J.CHASE,J.CHASE_WR,159.7,87.5,0.0,27.169274537695603,5.912301201858198,2,31.0,87.5,0.8470588235294118,9.035294117647059,0.0,0.0,0.0,11.175,85.0
J.COKER,2023,WR,16.0,76.0,36.0,0.0,440.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,CAR,J.COKER,J.COKER_WR,71.15,30.5,0.0,14.630467571644045,10.373329377612958,2,31.0,30.5,0.7222222222222222,12.222222222222221,0.0,0.0,0.0,4.75,36.0
J.CONNER,2023,WR,16.0,193.0,48.0,173.0,371.0,879.0,32.0,1.0,5.0,0.0,0.0,0.0,ARI,J.CONNER,J.CONNER_WR,194.85,43.0,149.5,-1.8810371123538328,74.47554395362118,2,31.0,192.5,0.6666666666666666,7.729166666666667,0.0,0.0,0.0,12.0625,221.0
J.COOK,2023,RB,16.0,212.1,31.0,164.0,240.0,771.0,27.0,1.0,13.0,0.0,0.0,0.0,BUF,J.COOK,J.COOK_RB,160.8,23.5,125.0,93.6986301369863,2.2164282731929212,2,31.0,148.5,0.0,0.0,195.0,5.184615384615385,0.0,13.25625,195.0
J.CROWDER,2023,WR,16.0,20.5,13.0,0.0,65.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,WAS,J.CROWDER,J.CROWDER_WR,21.45,11.5,0.0,-8.482142857142852,15.965726796264692,2,31.0,11.5,0.6153846153846154,5.0,0.0,0.0,0.0,1.28125,13.0
J.DANIELS,2023,WR,16.0,108.7,0.0,126.0,0.0,727.0,0.0,0.0,6.0,0.0,0.0,0.0,WAS,J.DANIELS,J.DANIELS_WR,103.2,0.0,127.0,11.258955987717503,13.267894512445766,2,31.0,127.0,0.0,0.0,0.0,0.0,0.0,6.79375,126.0
J.DOBBINS,2023,WR,16.0,149.1,29.0,157.0,109.0,682.0,28.0,0.0,7.0,0.0,0.0,0.0,LAC,J.DOBBINS,J.DOBBINS_WR,130.6,28.5,119.5,33.00624442462088,4.9917916552953026,2,31.0,148.0,0.9655172413793104,3.7586206896551726,0.0,0.0,0.0,9.31875,186.0
J.DOTSON,2023,WR,16.0,33.8,22.0,0.0,171.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,PHI,J.DOTSON,J.DOTSON_WR,31.25,22.0,0.0,17.77003484320557,8.66552427924691,2,31.0,22.0,0.7272727272727273,7.7727272727272725,0.0,0.0,0.0,2.1125,22.0
J.DOWNS,2023,WR,16.0,152.4,77.0,0.0,734.0,0.0,55.0,4.0,0.0,0.0,0.0,0.0,IND,J.DOWNS,J.DOWNS_WR,140.05,76.5,0.0,19.342208300704776,8.018648154265263,2,31.0,76.5,0.7142857142857143,9.532467532467532,0.0,0.0,0.0,9.525,77.0
J.FERGUSON,2023,WR,16.0,68.1,54.0,0.0,331.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,DAL,J.FERGUSON,J.FERGUSON_WR,68.05,54.0,0.0,0.14705882352940342,962.3723291949458,2,31.0,54.0,0.6481481481481481,6.12962962962963,0.0,0.0,0.0,4.25625,54.0
J.FIELDS,2023,WR,16.0,40.0,0.0,44.0,0.0,220.0,0.0,0.0,3.0,0.0,0.0,0.0,PIT,J.FIELDS,J.FIELDS_WR,32.75,0.0,38.0,56.86274509803921,3.194172011566818,2,31.0,38.0,0.0,0.0,0.0,0.0,0.0,2.5,44.0
J.FORD,2023,WR,16.0,103.4,36.0,77.0,165.0,419.0,33.0,0.0,2.0,0.0,0.0,0.0,CLE,J.FORD,J.FORD_WR,92.6,31.0,74.5,26.405867970660157,6.0627859201735435,2,31.0,105.5,0.9166666666666666,4.583333333333333,0.0,0.0,0.0,6.4625,113.0
J.GIBBS,2023,WR,16.0,255.2,37.0,221.0,374.0,1098.0,54.0,0.0,9.0,0.0,0.0,0.0,DET,J.GIBBS,J.GIBBS_WR,225.55,37.0,194.0,30.270546197039295,5.379019713208292,2,31.0,231.0,1.4594594594594594,10.108108108108109,0.0,0.0,0.0,15.95,258.0
J.GOFF,2023,WR,16.0,39.2,13.0,16.0,83.0,39.0,9.0,3.0,0.0,0.0,0.0,0.0,DET,J.GOFF,J.GOFF_WR,37.7,11.5,12.5,8.287292817679557,17.771950433821896,2,31.0,24.0,0.6923076923076923,6.384615384615385,0.0,0.0,0.0,2.45,29.0
J.HASTY,2023,WR,16.0,12.6,9.0,13.0,40.0,46.0,4.0,0.0,0.0,0.0,0.0,0.0,NE,J.HASTY,J.HASTY_WR,12.75,8.0,12.5,-2.3255813953488427,60.1040764008564,2,31.0,20.5,0.4444444444444444,4.444444444444445,0.0,0.0,0.0,0.7875,22.0
J.HERBERT,2023,QB,16.0,32.8,0.0,27.0,0.0,268.0,0.0,0.0,1.0,0.0,0.0,0.0,LAC,J.HERBERT,J.HERBERT_QB,26.75,0.0,30.5,58.45410628019323,3.1264638672297766,2,31.0,30.5,0.0,0.0,0.0,0.0,0.0,2.05,27.0
J.HILL,2023,WR,16.0,129.0,50.0,41.0,407.0,203.0,50.0,3.0,0.0,0.0,0.0,0.0,BAL,J.HILL,J.HILL_WR,113.55,45.0,39.0,31.49847094801224,5.196891586002101,2,31.0,84.0,1.0,8.14,0.0,0.0,0.0,8.0625,91.0
J.HURTS,2023,WR,16.0,135.0,1.0,130.0,0.0,450.0,0.0,0.0,15.0,0.0,0.0,0.0,PHI,J.HURTS,J.HURTS_WR,136.2,1.0,118.0,-1.7467248908296984,80.25661966467295,2,31.0,119.0,0.0,0.0,0.0,0.0,0.0,8.4375,131.0
J.JACOBS,2023,WR,16.0,121.9,4.0,236.0,40.0,959.0,4.0,0.0,3.0,0.0,0.0,0.0,GB,J.JACOBS,J.JACOBS_WR,109.85,3.5,218.0,24.642126789366063,6.446114515630059,2,31.0,221.5,1.0,10.0,0.0,0.0,0.0,7.61875,240.0
J.JEFFERSON,2023,WR,16.0,235.0,140.0,0.0,1140.0,0.0,79.0,7.0,0.0,0.0,0.0,0.0,DET,J.JEFFERSON,J.JEFFERSON_WR,222.5,133.0,0.0,11.904761904761903,12.586500705120546,2,31.0,133.0,0.5642857142857143,8.142857142857142,0.0,0.0,0.0,14.6875,140.0
J.JENNINGS,2023,WR,16.0,145.6,96.0,0.0,736.0,0.0,54.0,3.0,0.0,0.0,0.0,0.0,SF,J.JENNINGS,J.JENNINGS_WR,127.3,88.0,0.0,33.57798165137614,4.918835696450684,2,31.0,88.0,0.5625,7.666666666666667,0.0,0.0,0.0,9.1,96.0
J.JEUDY,2023,WR,16.0,182.0,94.0,0.0,960.0,0.0,68.0,3.0,0.0,0.0,0.0,0.0,CLE,J.JEUDY,J.JEUDY_WR,169.85,98.5,0.0,15.409004438807871,9.884945414365022,2,31.0,98.5,0.723404255319149,10.212765957446809,0.0,0.0,0.0,11.375,94.0
J.JOHNSON,2023,WR,16.0,126.0,54.0,4.0,604.0,16.0,52.0,2.0,0.0,0.0,0.0,0.0,GB,J.JOHNSON,J.JOHNSON_WR,109.85,50.0,3.0,34.471718249733186,4.809639623117167,2,31.0,53.0,0.9629629629629629,11.185185185185185,0.0,0.0,0.0,7.875,58.0
J.JONES,2023,WR,16.0,18.5,6.0,24.0,50.0,95.0,4.0,0.0,0.0,0.0,0.0,0.0,BAL,J.JONES,J.JONES_WR,17.2,5.5,18.5,16.35220125786163,9.355566643391246,2,31.0,24.0,0.6666666666666666,8.333333333333334,0.0,0.0,0.0,1.15625,30.0
J.LOVE,2023,WR,16.0,10.7,1.0,14.0,10.0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,GB,J.LOVE,J.LOVE_WR,9.1,1.0,13.0,42.66666666666666,4.0216698179984895,2,31.0,14.0,1.0,10.0,0.0,0.0,0.0,0.66875,15.0
