name,position,team,season,games,fantasy_points_ppr,targets,carries,receiving_yards,rushing_yards,receptions,receiving_tds,rushing_tds,passing_yards,passing_tds,interceptions,clean_name,player_key,avg_fantasy_points_3yr,avg_targets_3yr,avg_carries_3yr,performance_trend_pct,consistency_score,seasons_played,total_games,avg_opportunity,catch_rate,yards_per_target,total_touches,yards_per_touch,passing_efficiency,points_per_game,opportunity_share
A.EKELER,WR,WAS,2023,16.0,113.7,42.0,79.0,335.0,392.0,29.0,0.0,2.0,0.0,0.0,0.0,A.EKELER,A.EKELER_WR,103.25,35.5,78.0,22.521551724137936,6.986485661005839,2,31.0,113.5,0.6904761904761905,7.976190476190476,0.0,0.0,0.0,7.10625,121.0
J.DANIELS,WR,WAS,2023,16.0,108.7,0.0,126.0,0.0,727.0,0.0,0.0,6.0,0.0,0.0,0.0,J.DANIELS,J.DANIELS_WR,103.2,0.0,127.0,11.258955987717503,13.267894512445766,2,31.0,127.0,0.0,0.0,0.0,0.0,0.0,6.79375,126.0
R.ODUNZE,WR,CHI,2023,16.0,120.3,65.0,2.0,503.0,10.0,51.0,3.0,0.0,0.0,0.0,0.0,R.ODUNZE,R.ODUNZE_WR,108.94999999999999,65.5,1.5,23.25819672131148,6.787602097821527,2,31.0,67.0,0.7846153846153846,7.7384615384615385,0.0,0.0,0.0,7.51875,67.0
J.TOLBERT,WR,DAL,2023,16.0,117.2,70.0,0.0,512.0,0.0,36.0,5.0,0.0,0.0,0.0,0.0,J.TOLBERT,J.TOLBERT_WR,107.35,62.5,0.0,20.205128205128208,7.70638710257623,2,31.0,62.5,0.5142857142857142,7.314285714285714,0.0,0.0,0.0,7.325,70.0
D.DOUGLAS,WR,NE,2023,16.0,99.8,80.0,2.0,427.0,11.0,44.0,2.0,0.0,0.0,0.0,0.0,D.DOUGLAS,D.DOUGLAS_WR,97.94999999999999,76.0,1.5,3.850156087408952,37.43843741471474,2,31.0,77.5,0.55,5.3375,0.0,0.0,0.0,6.2375,82.0
D.HOPKINS,WR,KC,2023,16.0,108.5,89.0,0.0,445.0,0.0,40.0,4.0,0.0,0.0,0.0,0.0,D.HOPKINS,D.HOPKINS_WR,104.35,80.5,0.0,8.283433133732531,17.77990183537741,2,31.0,80.5,0.449438202247191,5.0,0.0,0.0,0.0,6.78125,89.0
H.HENRY,RB,NE,2023,16.0,107.6,90.0,0.0,496.0,0.0,52.0,1.0,0.0,0.0,0.0,0.0,H.HENRY,H.HENRY_RB,103.15,81.0,0.0,9.017223910840922,16.390576287503922,2,31.0,81.0,0.0,0.0,90.0,5.511111111111111,0.0,6.725,90.0
O.ZACCHEAUS,WR,WAS,2023,16.0,108.3,40.0,1.0,467.0,16.0,42.0,3.0,0.0,0.0,0.0,0.0,O.ZACCHEAUS,O.ZACCHEAUS_WR,106.9,52.5,1.0,2.6540284360189546,53.992653506315726,2,31.0,53.5,1.05,11.675,0.0,0.0,0.0,6.76875,41.0
R.STEVENSON,TE,NE,2023,16.0,84.5,36.0,137.0,115.0,410.0,20.0,0.0,2.0,0.0,0.0,0.0,R.STEVENSON,R.STEVENSON_TE,95.05,37.5,129.5,-19.981060606060602,6.370663464623826,2,31.0,167.0,0.5555555555555556,3.1944444444444446,0.0,0.0,0.0,5.28125,173.0
C.OTTON,WR,TB,2023,16.0,120.0,71.0,0.0,560.0,0.0,52.0,2.0,0.0,0.0,0.0,0.0,C.OTTON,C.OTTON_WR,105.15,66.5,0.0,32.89036544850499,5.006887410219897,2,31.0,66.5,0.7323943661971831,7.887323943661972,0.0,0.0,0.0,7.5,71.0
C.GODWIN,WR,TB,2023,16.0,123.5,47.0,0.0,454.0,1.0,42.0,6.0,0.0,0.0,0.0,0.0,C.GODWIN,C.GODWIN_WR,111.2,44.0,0.0,24.873609706774513,6.392705208775943,2,31.0,44.0,0.8936170212765957,9.659574468085106,0.0,0.0,0.0,7.71875,47.0
R.MCCLOUD,WR,ATL,2023,16.0,102.2,67.0,7.0,610.0,72.0,34.0,0.0,0.0,0.0,0.0,0.0,R.MCCLOUD,R.MCCLOUD_WR,100.85,58.5,6.5,2.7135678391959828,52.823495468639436,2,31.0,65.0,0.5074626865671642,9.104477611940299,0.0,0.0,0.0,6.3875,74.0
J.WADDLE,WR,MIA,2023,16.0,101.7,67.0,3.0,558.0,9.0,39.0,1.0,0.0,0.0,0.0,0.0,J.WADDLE,J.WADDLE_WR,105.30000000000001,57.5,2.5,-6.611570247933886,20.68287334970651,2,31.0,60.0,0.582089552238806,8.328358208955224,0.0,0.0,0.0,6.35625,70.0
D.GOEDERT,WR,PHI,2023,16.0,91.5,56.0,1.0,315.0,10.0,47.0,2.0,0.0,0.0,0.0,0.0,D.GOEDERT,D.GOEDERT_WR,90.9,59.0,1.0,1.328903654485053,107.1266773497617,2,31.0,60.0,0.8392857142857143,5.625,0.0,0.0,0.0,5.71875,57.0
T.DELL,WR,HOU,2023,16.0,110.3,68.0,7.0,488.0,35.0,46.0,2.0,0.0,0.0,0.0,0.0,T.DELL,T.DELL_WR,102.9,66.0,6.0,15.497382198952877,9.832606457310238,2,31.0,72.0,0.6764705882352942,7.176470588235294,0.0,0.0,0.0,6.89375,75.0
T.ETIENNE,WR,JAX,2023,16.0,99.3,34.0,111.0,224.0,319.0,33.0,0.0,2.0,0.0,0.0,0.0,T.ETIENNE,T.ETIENNE_WR,89.8,31.5,99.0,23.6612702366127,6.684019889531786,2,31.0,130.5,0.9705882352941176,6.588235294117647,0.0,0.0,0.0,6.20625,145.0
D.NJOKU,WR,CLE,2023,16.0,108.4,76.0,0.0,314.0,0.0,59.0,3.0,0.0,0.0,0.0,0.0,D.NJOKU,D.NJOKU_WR,90.85,66.0,0.0,47.885402455661676,3.660435958450018,2,31.0,66.0,0.7763157894736842,4.131578947368421,0.0,0.0,0.0,6.775,76.0
J.JOHNSON,WR,GB,2023,16.0,126.0,54.0,4.0,604.0,16.0,52.0,2.0,0.0,0.0,0.0,0.0,J.JOHNSON,J.JOHNSON_WR,109.85,50.0,3.0,34.471718249733186,4.809639623117167,2,31.0,53.0,0.9629629629629629,11.185185185185185,0.0,0.0,0.0,7.875,58.0
A.COOPER,WR,BUF,2023,16.0,165.7,81.0,0.0,777.0,0.0,76.0,2.0,0.0,0.0,0.0,0.0,A.COOPER,A.COOPER_WR,182.1,99.5,0.0,-16.52392947103275,7.851472247199406,2,31.0,99.5,0.9382716049382716,9.592592592592593,0.0,0.0,0.0,10.35625,81.0
D.ROBINSON,WR,LA,2023,16.0,104.3,66.0,0.0,443.0,0.0,30.0,5.0,0.0,0.0,0.0,0.0,D.ROBINSON,D.ROBINSON_WR,91.9,61.0,0.0,31.19496855345912,5.240573644439011,2,31.0,61.0,0.45454545454545453,6.712121212121212,0.0,0.0,0.0,6.51875,66.0
J.MCMILLAN,WR,TB,2023,16.0,108.5,43.0,2.0,411.0,34.0,34.0,5.0,0.0,0.0,0.0,0.0,J.MCMILLAN,J.MCMILLAN_WR,100.6,41.0,2.5,17.04422869471413,9.004423061691986,2,31.0,43.5,0.7906976744186046,9.55813953488372,0.0,0.0,0.0,6.78125,45.0
N.WESTBROOK,WR,TEN,2023,16.0,99.9,52.0,0.0,409.0,0.0,23.0,6.0,0.0,0.0,0.0,0.0,N.WESTBROOK,N.WESTBROOK_WR,91.85,41.5,0.0,19.21241050119333,8.068044453662653,2,31.0,41.5,0.4423076923076923,7.865384615384615,0.0,0.0,0.0,6.24375,52.0
M.GESICKI,WR,CIN,2023,16.0,96.5,82.0,0.0,545.0,0.0,36.0,1.0,0.0,0.0,0.0,0.0,M.GESICKI,M.GESICKI_WR,91.15,69.5,0.0,12.470862470862475,12.04724917853342,2,31.0,69.5,0.43902439024390244,6.646341463414634,0.0,0.0,0.0,6.03125,82.0
T.TUCKER,WR,LV,2023,16.0,107.6,64.0,5.0,488.0,28.0,44.0,2.0,0.0,0.0,0.0,0.0,T.TUCKER,T.TUCKER_WR,96.69999999999999,63.5,4.5,25.407925407925408,6.2731399762146,2,31.0,68.0,0.6875,7.625,0.0,0.0,0.0,6.725,69.0
J.WARREN,WR,PIT,2023,16.0,110.4,44.0,103.0,277.0,487.0,28.0,0.0,1.0,0.0,0.0,0.0,J.WARREN,J.WARREN_WR,100.65,38.5,86.0,21.45214521452145,7.299517695018053,2,31.0,124.5,0.6363636363636364,6.295454545454546,0.0,0.0,0.0,6.9,147.0
K.PITTS,WR,ATL,2023,16.0,104.6,71.0,0.0,446.0,0.0,42.0,3.0,0.0,0.0,0.0,0.0,K.PITTS,K.PITTS_WR,95.65,61.0,0.0,20.645905420991916,7.556956829105397,2,31.0,61.0,0.5915492957746479,6.28169014084507,0.0,0.0,0.0,6.5375,71.0
T.JOHNSON,WR,LA,2023,16.0,107.2,70.0,0.0,502.0,0.0,45.0,2.0,0.0,0.0,0.0,0.0,T.JOHNSON,T.JOHNSON_WR,96.05000000000001,63.0,0.0,26.266195524146045,6.091265141970216,2,31.0,63.0,0.6428571428571429,7.171428571428572,0.0,0.0,0.0,6.7,70.0
A.THIELEN,WR,CAR,2023,16.0,113.6,53.0,0.0,526.0,0.0,37.0,4.0,0.0,0.0,0.0,0.0,A.THIELEN,A.THIELEN_WR,104.3,52.0,0.0,19.578947368421044,7.930240567500745,2,31.0,52.0,0.6981132075471698,9.924528301886792,0.0,0.0,0.0,7.1,53.0
A.MATTISON,WR,LV,2023,16.0,85.5,33.0,101.0,213.0,232.0,29.0,1.0,1.0,0.0,0.0,0.0,A.MATTISON,A.MATTISON_WR,89.2,26.5,89.5,-7.965554359526378,17.04700672482162,2,31.0,116.0,0.8787878787878788,6.454545454545454,0.0,0.0,0.0,5.34375,134.0
J.MASON,WR,SF,2023,16.0,91.6,9.0,116.0,93.0,553.0,9.0,0.0,3.0,0.0,0.0,0.0,J.MASON,J.MASON_WR,79.85,7.5,121.5,34.50807635829663,4.805317147042198,2,31.0,129.0,1.0,10.333333333333334,0.0,0.0,0.0,5.725,125.0
D.SCHULTZ,WR,HOU,2023,16.0,94.7,72.0,0.0,387.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,D.SCHULTZ,D.SCHULTZ_WR,97.45,55.5,0.0,-5.489021956087824,25.057293027865114,2,31.0,55.5,0.6944444444444444,5.375,0.0,0.0,0.0,5.91875,72.0
I.LIKELY,WR,BAL,2023,16.0,94.5,47.0,0.0,445.0,0.0,32.0,3.0,0.0,0.0,0.0,0.0,I.LIKELY,I.LIKELY_WR,86.3,48.5,0.0,20.998719590268895,7.441867709316955,2,31.0,48.5,0.6808510638297872,9.46808510638298,0.0,0.0,0.0,5.90625,47.0
A.ABDULLAH,WR,LV,2023,16.0,98.4,35.0,43.0,184.0,300.0,26.0,3.0,1.0,0.0,0.0,0.0,A.ABDULLAH,A.ABDULLAH_WR,92.85,27.0,42.5,12.714776632302415,11.829705339310069,2,31.0,69.5,0.7428571428571429,5.257142857142857,0.0,0.0,0.0,6.15,78.0
R.DOUBS,WR,GB,2023,16.0,109.0,65.0,0.0,450.0,0.0,46.0,3.0,0.0,0.0,0.0,0.0,R.DOUBS,R.DOUBS_WR,93.2,59.0,0.0,40.82687338501291,4.171034937125712,2,31.0,59.0,0.7076923076923077,6.923076923076923,0.0,0.0,0.0,6.8125,65.0
E.MOORE,WR,CLE,2023,16.0,87.2,70.0,1.0,372.0,0.0,38.0,2.0,0.0,0.0,0.0,0.0,E.MOORE,E.MOORE_WR,87.4,76.5,0.5,-0.4566210045662003,309.00566337852786,2,31.0,77.0,0.5428571428571428,5.314285714285714,0.0,0.0,0.0,5.45,71.0
A.IOSIVAS,WR,CIN,2023,16.0,104.2,56.0,0.0,452.0,0.0,29.0,5.0,0.0,0.0,0.0,0.0,A.IOSIVAS,A.IOSIVAS_WR,90.65,45.0,0.0,35.149156939040225,4.730570458639152,2,31.0,45.0,0.5178571428571429,8.071428571428571,0.0,0.0,0.0,6.5125,56.0
J.FORD,WR,CLE,2023,16.0,103.4,36.0,77.0,165.0,419.0,33.0,0.0,2.0,0.0,0.0,0.0,J.FORD,J.FORD_WR,92.6,31.0,74.5,26.405867970660157,6.0627859201735435,2,31.0,105.5,0.9166666666666666,4.583333333333333,0.0,0.0,0.0,6.4625,113.0
M.MIMS,WR,DEN,2023,16.0,92.8,46.0,10.0,368.0,30.0,29.0,4.0,0.0,0.0,0.0,0.0,M.MIMS,M.MIMS_WR,85.65,46.5,9.5,18.216560509554135,8.470446966241653,2,31.0,56.0,0.6304347826086957,8.0,0.0,0.0,0.0,5.8,56.0
A.LAZARD,WR,NYJ,2023,16.0,94.6,39.0,0.0,436.0,0.0,27.0,4.0,0.0,0.0,0.0,0.0,A.LAZARD,A.LAZARD_WR,89.44999999999999,34.0,0.0,12.218268090154208,12.281689626628483,2,31.0,34.0,0.6923076923076923,11.179487179487179,0.0,0.0,0.0,5.9125,39.0
B.NIX,WR,DEN,2023,16.0,91.1,22.0,73.0,142.0,399.0,7.0,2.0,3.0,0.0,0.0,0.0,B.NIX,B.NIX_WR,87.4,16.0,56.0,8.841099163679798,16.70300883127144,2,31.0,72.0,0.3181818181818182,6.454545454545454,0.0,0.0,0.0,5.69375,95.0
J.NAILOR,WR,MIN,2023,16.0,103.3,37.0,2.0,353.0,0.0,26.0,7.0,0.0,0.0,0.0,0.0,J.NAILOR,J.NAILOR_WR,94.1,30.0,2.0,21.67255594817431,7.2324726206145815,2,31.0,32.0,0.7027027027027027,9.54054054054054,0.0,0.0,0.0,6.45625,39.0
N.GRAY,WR,KC,2023,16.0,97.9,41.0,0.0,359.0,0.0,38.0,4.0,0.0,0.0,0.0,0.0,N.GRAY,N.GRAY_WR,92.1,38.5,0.0,13.441483198146011,11.228368025393273,2,31.0,38.5,0.926829268292683,8.75609756097561,0.0,0.0,0.0,6.11875,41.0
S.DIGGS,WR,HOU,2023,16.0,90.2,44.0,2.0,437.0,5.0,34.0,2.0,0.0,0.0,0.0,0.0,S.DIGGS,S.DIGGS_WR,78.2,42.0,1.5,36.25377643504532,4.607979190732335,2,31.0,43.5,0.7727272727272727,9.931818181818182,0.0,0.0,0.0,5.6375,46.0
T.CONKLIN,WR,NYJ,2023,16.0,99.3,62.0,0.0,383.0,0.0,43.0,3.0,0.0,0.0,0.0,0.0,T.CONKLIN,T.CONKLIN_WR,87.15,58.0,0.0,32.4,5.071963455177583,2,31.0,58.0,0.6935483870967742,6.17741935483871,0.0,0.0,0.0,6.20625,62.0
C.OKONKWO,WR,TEN,2023,16.0,101.0,61.0,0.0,431.0,9.0,45.0,2.0,0.0,0.0,0.0,0.0,C.OKONKWO,C.OKONKWO_WR,86.05,54.0,0.0,42.053445850914215,4.070002576662368,2,31.0,54.0,0.7377049180327869,7.065573770491803,0.0,0.0,0.0,6.3125,61.0
T.LOCKETT,WR,SEA,2023,16.0,91.4,60.0,0.0,464.0,0.0,39.0,1.0,0.0,0.0,0.0,0.0,T.LOCKETT,T.LOCKETT_WR,88.35,56.5,0.0,7.151230949589693,20.482912825518483,2,31.0,56.5,0.65,7.733333333333333,0.0,0.0,0.0,5.7125,60.0
D.BROWN,WR,WAS,2023,16.0,96.2,48.0,2.0,558.0,14.0,33.0,1.0,0.0,0.0,0.0,0.0,D.BROWN,D.BROWN_WR,85.35,47.5,2.0,29.127516778523493,5.562356108227817,2,31.0,49.5,0.6875,11.625,0.0,0.0,0.0,6.0125,50.0
K.BOUTTE,TE,NE,2023,16.0,80.3,56.0,0.0,413.0,0.0,27.0,2.0,0.0,0.0,0.0,0.0,K.BOUTTE,K.BOUTTE_TE,79.25,47.0,0.0,2.685421994884903,53.36972610384195,2,31.0,47.0,0.48214285714285715,7.375,0.0,0.0,0.0,5.01875,56.0
D.KINCAID,WR,BUF,2023,16.0,92.8,47.0,0.0,408.0,0.0,46.0,1.0,0.0,0.0,0.0,0.0,D.KINCAID,D.KINCAID_WR,80.1,51.0,0.0,37.685459940652805,4.459783714412793,2,31.0,51.0,0.9787234042553191,8.680851063829786,0.0,0.0,0.0,5.8,47.0
M.HOLLINS,WR,BUF,2023,16.0,89.9,45.0,0.0,399.0,0.0,26.0,4.0,0.0,0.0,0.0,0.0,M.HOLLINS,M.HOLLINS_WR,84.9,43.0,0.0,12.515644555694616,12.006673144547577,2,31.0,43.0,0.5777777777777777,8.866666666666667,0.0,0.0,0.0,5.61875,45.0
C.AUSTIN,WR,PIT,2023,16.0,76.0,51.0,0.0,380.0,0.0,26.0,2.0,0.0,0.0,0.0,0.0,C.AUSTIN,C.AUSTIN_WR,77.75,40.5,0.0,-4.40251572327044,31.415744135573753,2,31.0,40.5,0.5098039215686274,7.450980392156863,0.0,0.0,0.0,4.75,51.0
F.MOREAU,WR,NO,2023,16.0,82.5,35.0,0.0,305.0,0.0,28.0,4.0,0.0,0.0,0.0,0.0,F.MOREAU,F.MOREAU_WR,84.2,28.0,0.0,-3.9580908032596103,35.02258292700424,2,31.0,28.0,0.8,8.714285714285714,0.0,0.0,0.0,5.15625,35.0
D.SLAYTON,WR,NYG,2023,16.0,94.8,54.0,1.0,585.0,13.0,29.0,1.0,0.0,0.0,0.0,0.0,D.SLAYTON,D.SLAYTON_WR,92.8,59.5,0.5,4.405286343612335,32.809754647055804,2,31.0,60.0,0.5370370370370371,10.833333333333334,0.0,0.0,0.0,5.925,55.0
X.LEGETTE,TE,CAR,2023,16.0,74.2,70.0,4.0,360.0,12.0,25.0,2.0,0.0,0.0,0.0,0.0,X.LEGETTE,X.LEGETTE_TE,72.30000000000001,68.0,3.0,5.397727272727268,26.907273831467073,2,31.0,71.0,0.35714285714285715,5.142857142857143,0.0,0.0,0.0,4.6375,74.0
A.HOOPER,WR,NE,2023,16.0,90.1,53.0,0.0,351.0,0.0,43.0,2.0,0.0,0.0,0.0,0.0,A.HOOPER,A.HOOPER_WR,85.25,52.5,0.0,12.064676616915408,12.429041875495516,2,31.0,52.5,0.8113207547169812,6.622641509433962,0.0,0.0,0.0,5.63125,53.0
D.WICKS,WR,GB,2023,16.0,88.2,67.0,0.0,442.0,0.0,26.0,3.0,0.0,0.0,0.0,0.0,D.WICKS,D.WICKS_WR,86.25,66.5,0.0,4.626334519572961,31.275876860174172,2,31.0,66.5,0.3880597014925373,6.597014925373134,0.0,0.0,0.0,5.5125,67.0
C.KMET,WR,CHI,2023,16.0,81.3,42.0,0.0,353.0,0.0,34.0,2.0,0.0,0.0,0.0,0.0,C.KMET,C.KMET_WR,86.0,38.0,0.0,-10.363836824696808,12.938549613200648,2,31.0,38.0,0.8095238095238095,8.404761904761905,0.0,0.0,0.0,5.08125,42.0
T.BIGSBY,WR,JAX,2023,16.0,75.3,9.0,111.0,39.0,494.0,4.0,0.0,3.0,0.0,0.0,0.0,T.BIGSBY,T.BIGSBY_WR,66.1,8.0,91.5,32.33743409490334,5.080408503959869,2,31.0,99.5,0.4444444444444444,4.333333333333333,0.0,0.0,0.0,4.70625,120.0
W.DISSLY,WR,LAC,2023,16.0,82.0,49.0,0.0,410.0,0.0,35.0,1.0,0.0,0.0,0.0,0.0,W.DISSLY,W.DISSLY_WR,76.75,49.5,0.0,14.685314685314685,10.337227705917623,2,31.0,49.5,0.7142857142857143,8.36734693877551,0.0,0.0,0.0,5.125,49.0
A.ANDERSON,WR,BUF,2023,16.0,64.1,0.0,90.0,0.0,401.0,0.0,0.0,4.0,0.0,0.0,0.0,A.ANDERSON,A.ANDERSON_WR,65.44999999999999,0.0,75.0,-4.041916167664675,34.28158431752554,2,31.0,75.0,0.0,0.0,0.0,0.0,0.0,4.00625,90.0
N.FANT,WR,SEA,2023,16.0,87.1,51.0,0.0,411.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,N.FANT,N.FANT_WR,73.65,48.5,0.0,44.68438538205978,3.8720010731887915,2,31.0,48.5,0.9019607843137255,8.058823529411764,0.0,0.0,0.0,5.44375,51.0
J.FERGUSON,WR,DAL,2023,16.0,68.1,54.0,0.0,331.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,J.FERGUSON,J.FERGUSON_WR,68.05,54.0,0.0,0.14705882352940342,962.3723291949458,2,31.0,54.0,0.6481481481481481,6.12962962962963,0.0,0.0,0.0,4.25625,54.0
T.ALLGEIER,WR,ATL,2023,16.0,78.1,10.0,99.0,63.0,488.0,11.0,0.0,2.0,0.0,0.0,0.0,T.ALLGEIER,T.ALLGEIER_WR,76.8,9.0,103.5,3.4437086092715155,41.77369291932844,2,31.0,112.5,1.1,6.3,0.0,0.0,0.0,4.88125,109.0
D.SINGLETARY,WR,NYG,2023,16.0,71.4,18.0,95.0,85.0,359.0,15.0,0.0,2.0,0.0,0.0,0.0,D.SINGLETARY,D.SINGLETARY_WR,67.80000000000001,18.5,87.5,11.214953271028042,13.317177712346643,2,31.0,106.0,0.8333333333333334,4.722222222222222,0.0,0.0,0.0,4.4625,113.0
D.VELE,WR,DEN,2023,16.0,79.0,33.0,0.0,340.0,0.0,33.0,2.0,0.0,0.0,0.0,0.0,D.VELE,D.VELE_WR,79.05,34.5,0.0,-0.12642225031604845,1117.9358210559951,2,31.0,34.5,1.0,10.303030303030303,0.0,0.0,0.0,4.9375,33.0
J.PALMER,WR,LAC,2023,16.0,68.9,52.0,0.0,399.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,J.PALMER,J.PALMER_WR,70.4,50.5,0.0,-4.172461752433936,33.186878263688634,2,31.0,50.5,0.5576923076923077,7.673076923076923,0.0,0.0,0.0,4.30625,52.0
C.WATSON,WR,GB,2023,16.0,65.9,42.0,2.0,420.0,19.0,16.0,1.0,0.0,0.0,0.0,0.0,C.WATSON,C.WATSON_WR,67.30000000000001,38.5,2.0,-4.075691411935949,33.99163312418193,2,31.0,40.5,0.38095238095238093,10.0,0.0,0.0,0.0,4.11875,44.0
T.HOCKENSON,WR,MIN,2023,16.0,74.1,45.0,0.0,401.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,T.HOCKENSON,T.HOCKENSON_WR,59.5,47.0,0.0,65.03340757238306,2.881702293191752,2,31.0,47.0,0.7555555555555555,8.911111111111111,0.0,0.0,0.0,4.63125,45.0
R.DAVIS,WR,BUF,2023,16.0,69.9,18.0,69.0,147.0,322.0,11.0,1.0,1.0,0.0,0.0,0.0,R.DAVIS,R.DAVIS_WR,66.25,15.0,71.5,11.66134185303515,12.834472398248971,2,31.0,86.5,0.6111111111111112,8.166666666666666,0.0,0.0,0.0,4.36875,87.0
K.COLEMAN,WR,BUF,2023,16.0,79.3,47.0,0.0,478.0,5.0,25.0,1.0,0.0,0.0,0.0,0.0,K.COLEMAN,K.COLEMAN_WR,73.65,47.5,0.0,16.617647058823525,9.217418483962698,2,31.0,47.5,0.5319148936170213,10.170212765957446,0.0,0.0,0.0,4.95625,47.0
T.ATWELL,WR,LA,2023,16.0,79.5,42.0,1.0,481.0,4.0,31.0,0.0,0.0,0.0,0.0,0.0,T.ATWELL,T.ATWELL_WR,76.55,41.5,1.0,8.016304347826095,18.348821728755986,2,31.0,42.5,0.7380952380952381,11.452380952380953,0.0,0.0,0.0,4.96875,43.0
R.PEARSALL,WR,SF,2023,16.0,76.8,31.0,2.0,300.0,28.0,26.0,3.0,0.0,0.0,0.0,0.0,R.PEARSALL,R.PEARSALL_WR,67.45,28.0,1.5,32.185886402753866,5.101000255725417,2,31.0,29.5,0.8387096774193549,9.67741935483871,0.0,0.0,0.0,4.8,33.0
G.DORTCH,WR,ARI,2023,16.0,70.4,38.0,3.0,276.0,18.0,29.0,2.0,0.0,0.0,0.0,0.0,G.DORTCH,G.DORTCH_WR,62.650000000000006,35.0,3.0,28.233151183970868,5.7161599795273785,2,31.0,38.0,0.7631578947368421,7.2631578947368425,0.0,0.0,0.0,4.4,41.0
A.GIBSON,WR,NE,2023,16.0,64.9,23.0,79.0,152.0,377.0,12.0,0.0,0.0,0.0,0.0,0.0,A.GIBSON,A.GIBSON_WR,67.2,21.5,63.0,-6.618705035971215,20.659815519885242,2,31.0,84.5,0.5217391304347826,6.608695652173913,0.0,0.0,0.0,4.05625,102.0
J.AKINS,WR,CLE,2023,16.0,69.1,34.0,0.0,241.0,0.0,33.0,2.0,0.0,0.0,0.0,0.0,J.AKINS,J.AKINS_WR,65.5,35.0,0.0,11.631663974151852,12.86541504658858,2,31.0,35.0,0.9705882352941176,7.088235294117647,0.0,0.0,0.0,4.31875,34.0
C.AKERS,WR,MIN,2023,16.0,62.1,15.0,84.0,47.0,314.0,8.0,2.0,1.0,0.0,0.0,0.0,C.AKERS,C.AKERS_WR,56.7,14.5,87.0,21.052631578947377,7.424621202458746,2,31.0,101.5,0.5333333333333333,3.1333333333333333,0.0,0.0,0.0,3.88125,99.0
B.STRANGE,WR,JAX,2023,16.0,71.5,50.0,0.0,365.0,0.0,29.0,1.0,0.0,0.0,0.0,0.0,B.STRANGE,B.STRANGE_WR,64.9,40.5,0.0,22.64150943396227,6.953216681667717,2,31.0,40.5,0.58,7.3,0.0,0.0,0.0,4.46875,50.0
I.GUERENDO,WR,SF,2023,16.0,67.4,14.0,66.0,112.0,332.0,11.0,0.0,2.0,0.0,0.0,0.0,I.GUERENDO,I.GUERENDO_WR,60.900000000000006,11.5,60.5,23.897058823529427,6.625046611424727,2,31.0,72.0,0.7857142857142857,8.0,0.0,0.0,0.0,4.2125,80.0
T.PATRICK,WR,DET,2023,16.0,62.0,44.0,0.0,250.0,0.0,19.0,3.0,0.0,0.0,0.0,0.0,T.PATRICK,T.PATRICK_WR,61.1,37.0,0.0,2.9900332225913573,48.004693700553474,2,31.0,37.0,0.4318181818181818,5.681818181818182,0.0,0.0,0.0,3.875,44.0
C.OLAVE,WR,NO,2023,16.0,71.4,42.0,0.0,311.0,3.0,28.0,2.0,0.0,0.0,0.0,0.0,C.OLAVE,C.OLAVE_WR,66.1,38.0,0.0,17.434210526315805,8.818822308760518,2,31.0,38.0,0.6666666666666666,7.404761904761905,0.0,0.0,0.0,4.4625,42.0
J.MCLAUGHLIN,WR,DEN,2023,16.0,72.8,18.0,78.0,64.0,434.0,17.0,1.0,0.0,0.0,0.0,0.0,J.MCLAUGHLIN,J.MCLAUGHLIN_WR,67.7,18.5,79.0,16.293929712460056,9.386495899280254,2,31.0,97.5,0.9444444444444444,3.5555555555555554,0.0,0.0,0.0,4.55,96.0
K.TURPIN,WR,DAL,2023,16.0,70.7,35.0,8.0,343.0,64.0,24.0,1.0,0.0,0.0,0.0,0.0,K.TURPIN,K.TURPIN_WR,68.45,34.5,9.5,6.797583081570997,21.511759632097412,2,31.0,44.0,0.6857142857142857,9.8,0.0,0.0,0.0,4.41875,43.0
A.RICHARDSON,WR,IND,2023,16.0,53.3,2.0,46.0,0.0,293.0,0.0,0.0,4.0,0.0,0.0,0.0,A.RICHARDSON,A.RICHARDSON_WR,58.15,1.5,48.5,-15.3968253968254,8.477991613607777,2,31.0,50.0,0.0,0.0,0.0,0.0,0.0,3.33125,48.0
J.COKER,WR,CAR,2023,16.0,76.0,36.0,0.0,440.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,J.COKER,J.COKER_WR,71.15,30.5,0.0,14.630467571644045,10.373329377612958,2,31.0,30.5,0.7222222222222222,12.222222222222221,0.0,0.0,0.0,4.75,36.0
E.ENGRAM,WR,JAX,2023,16.0,61.2,43.0,0.0,302.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,E.ENGRAM,E.ENGRAM_WR,58.05,44.5,0.0,11.475409836065582,13.03096782472351,2,31.0,44.5,0.7209302325581395,7.023255813953488,0.0,0.0,0.0,3.825,43.0
B.ALLEN,QB,NYJ,2023,16.0,68.5,22.0,76.0,97.0,328.0,14.0,0.0,2.0,0.0,0.0,0.0,B.ALLEN,B.ALLEN_QB,64.25,22.0,70.5,14.166666666666666,10.689790750878984,2,31.0,92.5,0.0,0.0,0.0,0.0,0.0,4.28125,98.0
